chromosome	start	stop	gene	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts 
chr2L	21425192	21425721	NM_001032182	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032182	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032182	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032182	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032182	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032182	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032182	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032182	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032182	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032185	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032185	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032185	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032185	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032185	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032185	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032185	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032185	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032185	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032185	0	+	21538279	21538654	0	1	493,	0,
chr2L	21420128	21420657	NM_001032187	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032187	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032187	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032187	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032187	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032187	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032187	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032187	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032187	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032187	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032190	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032190	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032190	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032190	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032190	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032190	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032190	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032190	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032190	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032190	0	+	21538279	21538654	0	1	493,	0,
chr2L	21420128	21420657	NM_001032192	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032192	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032192	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032192	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032192	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032192	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032192	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032192	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032192	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032192	0	+	21499976	21500387	0	1	529,	0,
chr2L	21420128	21420657	NM_001032197	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032197	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032197	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032197	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032197	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032197	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032197	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032197	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032197	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032197	0	+	21499976	21500387	0	1	529,	0,
chr2L	21420128	21420657	NM_001032202	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032202	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032202	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032202	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032202	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032202	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032202	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032202	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032202	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032202	0	+	21499976	21500387	0	1	529,	0,
chr2L	21420128	21420657	NM_001032207	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032207	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032207	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032207	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032207	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032207	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032207	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032207	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032207	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032207	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032210	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032210	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032210	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032210	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032210	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032210	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032210	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032210	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032210	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032210	0	+	21538279	21538654	0	1	493,	0,
chr2L	21420128	21420657	NM_001032212	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032212	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032212	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032212	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032212	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032212	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032212	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032212	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032212	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032212	0	+	21499976	21500387	0	1	529,	0,
chr2L	21433844	21434337	NM_001032215	0	+	21433896	21434271	0	1	493,	0,
chr2L	21483226	21483719	NM_001032215	0	+	21483278	21483653	0	1	493,	0,
chr2L	21488377	21488870	NM_001032215	0	+	21488429	21488804	0	1	493,	0,
chr2L	21493422	21493915	NM_001032215	0	+	21493474	21493849	0	1	493,	0,
chr2L	21498467	21498960	NM_001032215	0	+	21498519	21498894	0	1	493,	0,
chr2L	21503520	21504013	NM_001032215	0	+	21503572	21503947	0	1	493,	0,
chr2L	21508565	21509058	NM_001032215	0	+	21508617	21508992	0	1	493,	0,
chr2L	21513609	21514102	NM_001032215	0	+	21513661	21514036	0	1	493,	0,
chr2L	21533183	21533676	NM_001032215	0	+	21533235	21533610	0	1	493,	0,
chr2L	21538227	21538720	NM_001032215	0	+	21538279	21538654	0	1	493,	0,
chr2L	21420128	21420657	NM_001032216	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_001032216	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_001032216	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_001032216	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_001032216	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_001032216	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_001032216	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_001032216	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_001032216	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_001032216	0	+	21499976	21500387	0	1	529,	0,
chr2L	9967329	9968491	NM_001038802	0	+	9967634	9968421	0	4	29,261,309,175,	0,287,609,987,
chr2L	21616670	21618774	NM_001038842	0	-	21617273	21618624	0	4	762,328,107,279,	0,823,1333,1825,
chr2L	21614231	21618774	NM_001038843	0	-	21614977	21618624	0	8	809,424,69,392,153,328,107,279,	0,871,1376,1950,3048,3262,3772,4264,
chr2L	10477072	10482975	NM_001201853	0	+	10477385	10482919	0	10	111,276,187,223,88,221,191,290,162,131,	0,244,4025,4275,4549,4690,4970,5212,5552,5772,
chr2L	10477072	10482975	NM_001201854	0	+	10477385	10482919	0	9	520,187,223,88,221,191,290,150,131,	0,4025,4275,4549,4690,4970,5212,5564,5772,
chr2L	20079269	20080196	NM_001201925	0	-	20079317	20080060	0	2	203,191,	0,736,
chr2L	20081605	20085070	NM_001201926	0	-	20082782	20084734	0	2	1410,493,	0,2972,
chr2L	16680569	16681653	NM_001259115	0	+	16680718	16681444	0	2	81,948,	0,136,
chr2L	2856110	2857029	NM_001273041	0	+	2856255	2856640	0	4	65,59,192,399,	0,136,266,520,
chr2L	6671064	6673347	NM_001273214	0	-	6671831	6673175	0	1	2283,	0,
chr2L	7825628	7827246	NM_001273288	0	-	7826760	7827169	0	3	708,448,186,	0,905,1432,
chr2L	7825346	7827246	NM_001273289	0	-	7825700	7827169	0	3	990,212,186,	0,1423,1714,
chr2L	9967329	9968645	NM_001273383	0	+	9967634	9968421	0	3	548,309,329,	0,609,987,
chr2L	10342701	10344223	NM_001273400	0	+	10342758	10344041	0	4	214,379,194,565,	0,274,709,957,
chr2L	10408351	10409604	NM_001273418	0	+	10408766	10409546	0	2	270,866,	0,387,
chr2L	10420624	10422780	NM_001273419	0	-	10420827	10422643	0	2	1838,251,	0,1905,
chr2L	10477072	10482975	NM_001273423	0	+	10477385	10481689	0	9	520,187,223,63,221,191,290,162,131,	0,4025,4275,4574,4690,4970,5212,5552,5772,
chr2L	16680053	16681653	NM_001273578	0	+	16680718	16681444	0	2	223,948,	0,652,
chr2L	20079269	20085070	NM_001273688	0	-	20079317	20084734	0	2	203,493,	0,5308,
chr2L	20643350	20645457	NM_001273703	0	-	20643644	20645330	0	2	1250,794,	0,1313,
chr2L	20643350	20645457	NM_001273704	0	-	20643644	20645330	0	3	1250,698,41,	0,1313,2066,
chr2L	2575279	2576678	NM_001298637	0	-	2575450	2576645	0	2	1293,42,	0,1357,
chr2L	2977121	2978398	NM_001298642	0	+	2977241	2978353	0	2	409,812,	0,465,
chr2L	6559425	6561660	NM_001298750	0	-	6560172	6561567	0	2	1091,1084,	0,1151,
chr2L	7825628	7827315	NM_001298794	0	-	7825700	7827169	0	3	708,212,255,	0,1141,1432,
chr2L	9952071	9954181	NM_001298858	0	-	9952580	9954093	0	3	627,290,1072,	0,686,1038,
chr2L	11002757	11004153	NM_001298897	0	-	11002906	11003751	0	4	481,251,50,25,	0,753,1248,1371,
chr2L	21614765	21624080	NM_001299196	0	-	21614977	21623386	0	8	275,424,69,392,153,328,107,715,	0,337,842,1416,2514,2728,3238,8600,
chr2L	9700809	9708883	NM_057634	0	+	9701052	9708269	0	5	284,722,193,107,739,	0,343,1120,5830,7335,
chr2L	11002839	11004189	NM_057813	0	-	11002906	11003751	0	4	399,251,50,61,	0,671,1166,1289,
chr2L	20643350	20645791	NM_057840	0	-	20643644	20645330	0	3	1250,788,123,	0,1313,2318,
chr2L	7825628	7827246	NM_057921	0	-	7825700	7827169	0	3	708,212,186,	0,1141,1432,
chr2L	10408351	10409610	NM_058031	0	+	10408766	10409546	0	2	35,872,	0,387,
chr2L	10342593	10344223	NM_058130	0	+	10342758	10344041	0	4	322,379,194,565,	0,382,817,1065,
chr2L	2856069	2856705	NM_078738	0	+	2856255	2856572	0	3	106,59,329,	0,177,307,
chr2L	9967312	9968491	NM_078806	0	+	9967634	9968421	0	4	46,261,309,175,	0,304,626,1004,
chr2L	10420710	10422780	NM_080001	0	-	10420827	10422643	0	2	1752,251,	0,1819,
chr2L	20082303	20085070	NM_080713	0	-	20082782	20084734	0	2	712,493,	0,2274,
chr2L	2575279	2576997	NM_134846	0	-	2575450	2576645	0	2	1293,361,	0,1357,
chr2L	2974858	2976862	NM_134887	0	-	2975177	2976785	0	2	221,1712,	0,292,
chr2L	2977121	2978500	NM_134888	0	+	2977241	2978353	0	2	409,914,	0,465,
chr2L	6560130	6562289	NM_135204	0	-	6560172	6561567	0	4	386,1059,87,81,	0,446,1895,2078,
chr2L	9708920	9711271	NM_135461	0	-	9709026	9711137	0	4	639,1099,234,152,	0,701,1861,2199,
chr2L	9952427	9954181	NM_135486	0	-	9952580	9954093	0	3	271,290,1072,	0,330,682,
chr2L	10477072	10482975	NM_135567	0	+	10477385	10482919	0	9	520,187,223,88,221,191,290,162,131,	0,4025,4275,4549,4690,4970,5212,5552,5772,
chr2L	13283911	13286462	NM_135787	0	-	13284651	13286409	0	3	1729,124,293,	0,1783,2258,
chr2L	13793520	13799674	NM_135831	0	+	13793847	13799145	0	3	1108,4043,667,	0,1375,5487,
chr2L	16303263	16305940	NM_135944	0	+	16303351	16305479	0	8	219,164,281,184,385,308,135,586,	0,298,518,858,1096,1533,1899,2091,
chr2L	16816659	16826964	NM_135969	0	+	16820122	16826716	0	10	133,364,129,92,53,109,144,311,273,482,	0,3452,3871,4058,4218,8750,8919,9119,9490,9823,
chr2L	19432573	19435841	NM_136122	0	+	19432871	19435306	0	3	490,195,919,	0,2093,2349,
chr2L	21614765	21618774	NM_136271	0	-	21614977	21617640	0	8	275,424,69,392,153,328,107,66,	0,337,842,1416,2514,2728,3238,3943,
chr2L	6671778	6673347	NM_143767	0	-	6671831	6673175	0	1	1569,	0,
chr2L	2856110	2856705	NM_164506	0	+	2856255	2856640	0	4	65,59,192,75,	0,136,266,520,
chr2L	2856110	2857029	NM_164507	0	+	2856255	2856640	0	5	65,59,192,42,261,	0,136,266,520,658,
chr2L	2856110	2856705	NM_164508	0	+	2856255	2856640	0	4	65,83,192,75,	0,112,266,520,
chr2L	2974858	2976862	NM_164518	0	-	2975177	2976509	0	3	221,1404,44,	0,292,1960,
chr2L	8400420	8401592	NM_164817	0	+	8400475	8401477	0	1	1172,	0,
chr2L	11002839	11004153	NM_164955	0	-	11002906	11003751	0	3	399,251,148,	0,671,1166,
chr2L	12100764	12103285	NM_164993	0	-	12101247	12103060	0	2	675,1791,	0,730,
chr2L	16816659	16826964	NM_165194	0	+	16820122	16826716	0	10	60,364,129,92,53,109,144,311,273,482,	0,3452,3871,4058,4218,8750,8919,9119,9490,9823,
chr2L	16816659	16826964	NM_165195	0	+	16820122	16826716	0	10	380,364,129,92,53,109,144,311,273,482,	0,3452,3871,4058,4218,8750,8919,9119,9490,9823,
chr2L	20643350	20645791	NM_165334	0	-	20643644	20645330	0	4	1250,698,35,123,	0,1313,2066,2318,
chr2L	21423736	21424229	NM_165382	0	+	21423788	21424163	0	1	493,	0,
chr2L	21452933	21453426	NM_165382	0	+	21452985	21453360	0	1	493,	0,
chr2L	21457994	21458487	NM_165382	0	+	21458046	21458421	0	1	493,	0,
chr2L	21463054	21463547	NM_165382	0	+	21463106	21463481	0	1	493,	0,
chr2L	21468097	21468590	NM_165382	0	+	21468149	21468524	0	1	493,	0,
chr2L	21473140	21473633	NM_165382	0	+	21473192	21473567	0	1	493,	0,
chr2L	21478183	21478676	NM_165382	0	+	21478235	21478610	0	1	493,	0,
chr2L	21419530	21419943	NM_165383	0	-	21419575	21419887	0	1	413,	0,
chr2L	21424592	21425005	NM_165383	0	-	21424637	21424949	0	1	413,	0,
chr2L	21434702	21435115	NM_165383	0	-	21434747	21435059	0	1	413,	0,
chr2L	21439588	21440001	NM_165383	0	-	21439633	21439945	0	1	413,	0,
chr2L	21453789	21454202	NM_165383	0	-	21453834	21454146	0	1	413,	0,
chr2L	21484084	21484497	NM_165383	0	-	21484129	21484441	0	1	413,	0,
chr2L	21489233	21489646	NM_165383	0	-	21489278	21489590	0	1	413,	0,
chr2L	21494278	21494691	NM_165383	0	-	21494323	21494635	0	1	413,	0,
chr2L	21499323	21499736	NM_165383	0	-	21499368	21499680	0	1	413,	0,
chr2L	21519510	21519923	NM_165383	0	-	21519555	21519867	0	1	413,	0,
chr2L	21420128	21420657	NM_165384	0	+	21420185	21420596	0	1	529,	0,
chr2L	21425192	21425721	NM_165384	0	+	21425249	21425660	0	1	529,	0,
chr2L	21430254	21430783	NM_165384	0	+	21430311	21430722	0	1	529,	0,
chr2L	21435298	21435827	NM_165384	0	+	21435355	21435766	0	1	529,	0,
chr2L	21440186	21440715	NM_165384	0	+	21440243	21440654	0	1	529,	0,
chr2L	21454387	21454916	NM_165384	0	+	21454444	21454855	0	1	529,	0,
chr2L	21484680	21485209	NM_165384	0	+	21484737	21485148	0	1	529,	0,
chr2L	21489829	21490358	NM_165384	0	+	21489886	21490297	0	1	529,	0,
chr2L	21494874	21495403	NM_165384	0	+	21494931	21495342	0	1	529,	0,
chr2L	21499919	21500448	NM_165384	0	+	21499976	21500387	0	1	529,	0,
chr2L	21614765	21623627	NM_165386	0	-	21614977	21623386	0	8	275,424,69,392,153,328,107,262,	0,337,842,1416,2514,2728,3238,8600,
chr2L	21614765	21618774	NM_165387	0	-	21614977	21618624	0	8	275,424,69,392,153,328,107,279,	0,337,842,1416,2514,2728,3238,3730,
chr2L	6560130	6561660	NM_205916	0	-	6560172	6561567	0	2	386,1084,	0,446,
chr2L	16680053	16681653	NM_206000	0	+	16680718	16681444	0	3	223,201,948,	0,396,652,
chr2L	16817107	16826964	NM_206002	0	+	16820122	16826716	0	10	352,364,129,92,53,109,144,311,273,482,	0,3004,3423,3610,3770,8302,8471,8671,9042,9375,
chr2L	901490	901654	NR_001599	0	-	901654	901654	0	1	164,	0,
chr2L	901490	901654	NR_002077	0	-	901654	901654	0	1	164,	0,
chr2L	901490	901654	NR_002078	0	-	901654	901654	0	1	164,	0,
chr2R	24903415	24903935	NM_001014551	0	-	24903722	24903892	0	3	174,91,55,	0,282,465,
chr2R	11380448	11384114	NM_001038850	0	-	11380838	11382311	0	6	580,22,229,228,69,100,	0,1124,1214,1506,1800,3566,
chr2R	11380346	11384114	NM_001043071	0	-	11380681	11382311	0	6	447,22,229,228,69,100,	0,1226,1316,1608,1902,3668,
chr2R	11641476	11646229	NM_001103801	0	-	11643188	11646087	0	9	1820,213,294,189,178,95,84,117,820,	0,1883,2156,2514,2762,3008,3204,3371,3933,
chr2R	11642267	11648514	NM_001103802	0	-	11643188	11648348	0	9	1029,213,294,189,178,95,84,117,169,	0,1092,1365,1723,1971,2217,2413,2580,6078,
chr2R	11642267	11651616	NM_001103803	0	-	11643188	11650850	0	10	1029,213,294,189,178,95,84,117,410,293,	0,1092,1365,1723,1971,2217,2413,2580,8547,9056,
chr2R	7494011	7496347	NM_001169601	0	-	7494823	7496261	0	2	1450,822,	0,1514,
chr2R	12338299	12339544	NM_001169655	0	+	12338419	12339253	0	2	149,1012,	0,233,
chr2R	22932034	22934077	NM_001202062	0	-	22932117	22933447	0	5	272,684,200,125,477,	0,329,1084,1349,1566,
chr2R	6680145	6692590	NM_001259221	0	+	6691717	6692506	0	5	585,128,182,117,298,	0,11552,11736,11974,12147,
chr2R	24939705	24940483	NM_001259585	0	-	24939811	24940394	0	3	149,108,412,	0,200,366,
chr2R	7447472	7449995	NM_001273842	0	+	7447653	7449166	0	5	239,469,308,159,1002,	0,314,839,1310,1521,
chr2R	7494011	7496347	NM_001273848	0	-	7494368	7496261	0	3	786,596,822,	0,854,1514,
chr2R	8170273	8172401	NM_001273870	0	+	8170292	8172344	0	2	840,1228,	0,900,
chr2R	9424086	9426107	NM_001273895	0	+	9424600	9425642	0	4	180,132,377,861,	0,242,452,1160,
chr2R	11642267	11651616	NM_001273971	0	-	11643134	11650850	0	10	1029,213,294,189,178,95,84,117,393,293,	0,1092,1365,1723,1971,2217,2413,2580,8547,9056,
chr2R	11642267	11651616	NM_001273972	0	-	11643008	11650850	0	10	1029,213,294,189,178,95,84,117,393,293,	0,1092,1365,1723,1971,2217,2413,2580,8547,9056,
chr2R	11641476	11651616	NM_001273973	0	-	11643188	11650850	0	10	1820,213,294,189,178,95,84,117,410,293,	0,1883,2156,2514,2762,3008,3204,3371,9338,9847,
chr2R	18093722	18094900	NM_001274136	0	-	18093912	18094665	0	4	377,367,138,110,	0,442,861,1068,
chr2R	21075664	21088226	NM_001274186	0	+	21077089	21086954	0	7	46,487,190,1278,623,78,289,	0,988,9533,9783,11125,12116,12273,
chr2R	9396264	9398734	NM_001299318	0	-	9396478	9398631	0	3	1850,275,151,	0,1919,2319,
chr2R	9414341	9417846	NM_001299319	0	+	9416655	9417650	0	6	1020,395,225,180,177,214,	0,2060,2516,2814,3053,3291,
chr2R	10836569	10838727	NM_001299371	0	-	10837108	10838649	0	2	2018,81,	0,2077,
chr2R	12511533	12514398	NM_001299423	0	-	12512070	12514244	0	9	656,180,122,102,387,149,494,132,55,	0,721,967,1148,1339,1826,2034,2596,2810,
chr2R	21290913	21292181	NM_001299743	0	-	21291285	21292084	0	4	57,550,218,255,	0,118,728,1013,
chr2R	22412555	22415518	NM_001299793	0	-	22413194	22415395	0	5	785,131,102,505,379,	0,1596,1852,2014,2584,
chr2R	22413146	22415518	NM_001299794	0	-	22414071	22415395	0	4	1136,102,505,379,	0,1261,1423,1993,
chr2R	23555105	23556217	NM_001299842	0	-	23555178	23556138	0	2	523,526,	0,586,
chr2R	24939705	24940380	NM_001299933	0	-	24939811	24940376	0	3	149,108,309,	0,200,366,
chr2R	11380448	11384114	NM_001316415	0	-	11381568	11382311	0	5	1146,229,228,69,100,	0,1214,1506,1800,3566,
chr2R	13202727	13206547	NM_057556	0	-	13202855	13205208	0	9	225,1238,804,219,241,150,126,145,167,	0,290,1587,2454,2748,3048,3270,3452,3653,
chr2R	8170273	8172401	NM_057674	0	+	8170292	8172344	0	2	836,1235,	0,893,
chr2R	24061852	24062431	NM_057966	0	-	24061943	24062390	0	3	140,104,44,	0,345,535,
chr2R	17546405	17547462	NM_079050	0	-	17546470	17547426	0	2	581,54,	0,1003,
chr2R	17573461	17574735	NM_079053	0	+	17573698	17574542	0	5	60,94,81,333,405,	0,159,322,473,869,
chr2R	22412916	22415518	NM_079085	0	-	22413194	22415395	0	5	424,182,102,505,379,	0,1184,1491,1653,2223,
chr2R	23870272	23877442	NM_079109	0	+	23870871	23876777	0	3	608,170,2292,	0,4652,4878,
chr2R	17394592	17405171	NM_079973	0	+	17403896	17404787	0	2	434,1283,	0,9296,
chr2R	21076452	21088226	NM_080082	0	+	21077089	21086954	0	7	47,487,190,1278,623,78,289,	0,200,8745,8995,10337,11328,11485,
chr2R	9414341	9417846	NM_080252	0	+	9415060	9417650	0	6	1020,152,225,180,177,214,	0,2303,2516,2814,3053,3291,
chr2R	17628490	17633516	NM_080533	0	-	17631969	17633476	0	3	257,280,1033,	0,3463,3993,
chr2R	6675821	6693162	NM_136383	0	+	6691717	6692506	0	5	91,128,182,117,870,	0,15876,16060,16298,16471,
chr2R	7447472	7449415	NM_136436	0	+	7447653	7449166	0	5	239,469,308,159,422,	0,314,839,1310,1521,
chr2R	7493805	7496466	NM_136443	0	-	7494368	7496261	0	3	992,596,941,	0,1060,1720,
chr2R	9396359	9398734	NM_136640	0	-	9396478	9398631	0	3	1755,275,151,	0,1824,2224,
chr2R	9424086	9426107	NM_136643	0	+	9424600	9425642	0	4	180,129,377,861,	0,245,452,1160,
chr2R	10310112	10311143	NM_136729	0	+	10310234	10311080	0	1	1031,	0,
chr2R	10837008	10838727	NM_136776	0	-	10837108	10838649	0	2	1579,81,	0,1638,
chr2R	11381324	11384114	NM_136838	0	-	11381568	11382311	0	6	270,229,228,69,144,100,	0,338,630,924,1607,2690,
chr2R	11642267	11645913	NM_136845	0	-	11643188	11645526	0	9	1029,213,294,189,178,95,84,117,504,	0,1092,1365,1723,1971,2217,2413,2580,3142,
chr2R	12337796	12339544	NM_136919	0	+	12338605	12339253	0	2	245,1012,	0,736,
chr2R	17001993	17003599	NM_137332	0	+	17002031	17003538	0	3	128,208,1146,	0,189,460,
chr2R	17695775	17698362	NM_137404	0	-	17696227	17698254	0	7	775,130,72,8,89,149,159,	0,836,1025,1153,2056,2209,2428,
chr2R	18093722	18094736	NM_137446	0	-	18093912	18094665	0	3	377,367,153,	0,442,861,
chr2R	18833371	18834775	NM_137535	0	-	18833650	18834662	0	4	413,154,86,300,	0,593,939,1104,
chr2R	20662473	20667306	NM_137664	0	-	20662931	20667194	0	6	622,227,416,743,283,388,	0,686,979,1461,2312,4445,
chr2R	21290913	21292181	NM_137728	0	-	21291285	21292084	0	3	668,218,255,	0,728,1013,
chr2R	21383226	21384391	NM_137739	0	-	21383560	21384162	0	2	611,489,	0,676,
chr2R	22492196	22494295	NM_137833	0	+	22492239	22494225	0	1	2099,	0,
chr2R	22932034	22933523	NM_137894	0	-	22932117	22933447	0	4	272,684,200,140,	0,329,1084,1349,
chr2R	23555017	23556217	NM_137963	0	-	23555178	23556138	0	2	611,526,	0,674,
chr2R	24939705	24940483	NM_138138	0	-	24939862	24940394	0	2	308,412,	0,366,
chr2R	6675821	6692590	NM_165484	0	+	6691717	6692506	0	5	91,128,182,117,298,	0,15876,16060,16298,16471,
chr2R	10307029	10309794	NM_165763	0	-	10307304	10309663	0	2	1351,1356,	0,1409,
chr2R	11381324	11384114	NM_165829	0	-	11381568	11382311	0	5	270,229,228,69,100,	0,338,630,924,2690,
chr2R	12511533	12515062	NM_165911	0	-	12512070	12514244	0	8	656,180,122,102,149,494,132,287,	0,721,967,1148,1826,2034,2596,3242,
